482.9908 502.9908 512.9908 532.9908 552.9908
572.9908 592.9908 612.9908 632.9908 652.9908
672.9908 692.9908 712.9908 732.9908 752.9908
772.9908 792.9908 812.9908 832.9908 767.9908
787.9908 797.9908 817.9908 837.9908 857.9908
877.9908 897.9908 887.9908 907.9908 927.9908
947.9908 967.9908 987.9908 1007.991 1027.991
1047.991 1067.991 1087.991 1107.991 1127.991
1092.991 1112.991 1132.991 1152.991 1172.991
1192.991 1212.991 1232.991 1252.991 1272.991
1292.991 1312.991 1307.991 1327.991 1347.991
1352.991 1372.991 1387.991 1407.991 1427.991
1447.991 1447.991 1467.991 1487.991 1507.991
1527.991 1547.991 1567.991 1587.991 1607.991
1627.991 0 20 0 20
40 60 80 100 120
140 160 180 200 220
240 0 20 40 60
80 100 120 140 0
20 40 60 80 0
20 0 20 40 60
80 100 120 140 160
180 200 220 240 260
280 235 255 275 295
315 335 355 0 20
40 60 80 100 120
0 20 40 60 80
0 20 40 0 0
20 40 60 0 0
0 20 0 0 20
40 60 80 0 20
40 0 0 20 40
60 80 100 120 0
20 40 60 80 100
120 0 20 40 60
80 0 20 40 0
20 40 0 20 40
0 20 40 60 80
0 20 40 60 80
0 20 0 20 0
20 0 0 0 20
40 0 0 0 20
0 0 0 20 40
0 20 40 60 80
100 120 0 0 20
40 60 80 100 120
140 160 180 200 220
240 260 280 300 320
340 335 355 350 120
0 20 0 20 40
57.92106 77.92106 96.80792 116.8079 136.8079
156.8079 176.8079 193.5627 213.5627 233.5627
253.5627 273.5627 293.5627 313.5627 333.5627
353.5627 358.1053 378.1053 398.1053 418.1053
438.1053 458.1053 478.1053 498.1053 507.6457
524.9501 544.9501 564.9501 584.9501 604.9501
624.9501 644.9501 664.9501 684.9501 704.9501
714.6299 734.6299 754.6299 774.6299 794.6299
814.6299 834.6299 854.6299 874.6299 894.6299
914.6299 934.6299 954.6299 974.6299 985.9861
1005.986 1025.986 1041.496 1061.496 1081.496
1101.496 1121.496 1141.496 1161.496 1181.496
1201.496 1211.578 1226.571 1246.571 1256.362
1276.362 1296.362 1316.362 1336.362 1356.362
1376.362 1380.083 1394.613 1414.613 1434.613
1454.613 1474.613 1494.613 1508.888 1528.888
1548.888 1568.888 1588.888 1608.888 1628.888
1648.888 1668.888 1688.888 1659.981 1679.981
1699.981 1719.981 1739.981 1759.981 2029.981
2049.981 2069.981 2089.981 2109.981 2129.981
2149.981 2249.981 2269.981 2289.981 2309.981
2325.024 2345.024 2365.024 2385.024 2405.024
2425.024 2445.024 2465.024 2664.981 2647.058
2667.058 2687.058 2707.058 2787.058 2807.058
2827.058 2847.058 2867.058 2887.058 0
17.5 37.34912 57.2193 77.2193 97.2193
117.2193 0 20 40 60
80 100 120 140 142.8571
290 310 329.3055 348.5726 363.8299
423.8299 435.0163 450.7524 470.7524 570.7524
586.0187 606.0187 626.0187 646.0187 666.0187
681.6878 701.6878 712.213 727.5886 747.5886
767.5886 787.5886 807.5886 827.5886 847.5886
867.5886 887.5886 907.5886 927.5886 943.4053
963.4053 983.4053 991.8947 1011.895 1024.59
1041.019 1061.019 1068.913 1084.09 1104.09
1115.054 1135.054 1150.286 1170.286 1190.286
1210.286 1230.286 1250.286 1260.117 1280.117
1300.117 1320.117 0 20 98.71953
118.0606 158.0606 178.0606 198.0606 218.0606
238.0606 201.6954 220.3605 239.7495 279.7495
299.7495 319.7495 339.7495 357.9837 377.0666
397.0666 416.0588 435.0194 453.9493 472.8492
491.7202 511.7202 531.7202 549.3181 569.3181
589.3181 609.3181 629.3181 649.3181 669.3181
685.7595 705.7595 724.3078 744.3078 764.3078
844.3078 864.3078 880.5172 900.5172 920.5172
940.5172 960.5172 977.4075 997.4075 1017.408
1037.408 1057.408 1157.408 1171.942 1191.942
1211.942 1231.942 1251.942 1271.942 1291.942
1311.942 1328.167 1348.167 1368.167 1388.167
1408.167 1428.167 1448.167 1468.167 1488.167
1508.167 1518.067 1538.067 1558.067 1578.067
1598.067 1613.267 1633.267 1649.254 1669.254
1689.254 1709.254 1729.254 1749.254 1769.254
1789.254 1809.254 1829.254 1849.254 1861.167
1881.167 1901.167 1961.167 1981.167 1992.875
2012.875 2032.875 2052.875 2072.875 2092.875
2112.875 2132.875 2152.875 2172.875 2192.875
2312.875 2327.306 2347.306 2367.306 2380.817
2400.817 2420.817 2440.817 2454.342 2474.342
2494.342 2514.342 2534.342 2554.342 2574.342
2594.342 2614.342 2794.342 2814.342 2834.342
2854.342 2874.342 2894.342 2914.342 2934.342
2947.398 2967.398 2987.398 3007.398 3027.398
3039.5 3059.5 3079.5 3099.5 3112.383
3152.383 3172.383 3192.383 3212.383 3232.383
3252.383 3272.383 3275.882 3295.882 3315.882
3355.882 3375.882 3395.882 3415.882 3435.882
3455.882 3475.882 3495.882 3500.318 3520.318
3540.318 3553.076 3573.076 3593.076 3613.076
3633.076 3653.076 3673.076 3693.076 3713.076
3733.076 3753.076 3773.076 3793.076 3813.076
3821.501 3841.501 3901.501 3921.501 3931.975
3951.975 3971.975 3991.975 4001.303 4021.303
4041.303 4061.303 4081.303 4101.303 4121.303
4141.303 4161.303 4181.303 4201.303 4221.303
4241.303 4261.303 4281.303 4301.303 4321.303
4341.303 4361.303 4381.303 4401.303 4421.303
4561.303 4581.303 4601.303 4621.303 4641.303
